date,user_name,text
2020-05-09,KingSysiphus,"Yes. In some cases. I mean...SMB is like the herpes of computer security. It flairs up every so often with a new vuln. But on avg, things do seem to be improving. ...and don't get me started on IoT. That and the IPv6 public IPs for all is a mistake IMHO."
2020-05-09,jamin_chavez,"Yes, this means better net security for IoT. There is new hardware from Antsle @antsle_Inc that fits into this that needs protection. A reminder, there are routers, I believe that will change an initial password and email the new password to YOU, unequivocally. "
2020-05-09,smartest_home,Shed Door closed at 19:30 and security camera activated. It was open for 11h1m32s. #homeautomation #IoT #security #smarthome
2020-05-09,adrianlshaw,PSA and Trusted Firmware M support now mainlined in Zephyr RTOS https://github.com/zephyrproject-rtos/zephyr/tree/master/samples/tfm_integration/psa_level_1 #IoT #Security
2020-05-09,igent_io,Cyber Mingle #iot #iiot #security https://www.mattysparadigm.org/biblios-blood/cyber-mingle/
2020-05-09,igent_io,IoT: Major threats and security tips for devices (free PDF) #iot #iiot #security https://www.techrepublic.com/resource-library/whitepapers/iot-major-threats-and-security-tips-for-devices-free-pdf/
2020-05-09,igent_io,Cyber Mingle #iot #iiot #security https://www.mattysparadigm.org/biblios-blood/cyber-mingle/
2020-05-09,The_IoT_Project,New Research Indicates Security Drives Private Networks in Enterprise IoT Deployment https://buff.ly/3cjYoez
2020-05-09,AhmadMalkawiGT,"Excellent piece by @gigastacey called ""Pandemic vs. Privacy"" on the challenge we face in rolling out #IoMT in the age of coronavirus. It's so very needed right now, but we can't compromise long-term privacy &amp; security for rushed, temporary benefits. #IoT "
2020-05-09,igent_io,Optimizing IoT Security by Implementing Artificial Intelligence #iot #iiot #security 
2020-05-09,enricomolinari,Top #smarthome global #influencer! via @NodeXL @marc_smith @smr_foundation https://bit.ly/2SPR2HP @enricomolinari @home_assistant @imduffy15 @happymayki @iottogether @websecurityit @cedriclocqueneu @zwave_alliance @install_mag @cnnbackslash7 #iot #ai #vr #fintech #security 
2020-05-09,darronantill,Interested in IoT Security? Subscribe now for access to our webinars and video content #IIoT #IoMT #cybersecurity #enterprise #InternetofThings #IoTsecurity https://hubs.ly/H0qg_NK0
2020-05-09,DeviceAuthority,Interested in #IoT #Security? Subscribe now for access to our webinars and video content #IIoT #IoMT #cybersecurity #enterprise #InternetofThings #IoTsecurity https://hubs.ly/H0qhps10
2020-05-09,software4iot,HACKRF ONE FOR SOFTWARE DEFINED RADIO http://bit.ly/2LLGeG8 #IoTSecurity #IoT #SmartTech 0
2020-05-09,dmvolere,"Interesting news for IoT and IIoT security: Microsoft reportedly in talks to acquire CyberX. Given the risk from IoT and IIoT devices, I'm in alignment! #cybersecurity #iotsecurity #iiotsecurity #iot #iiot"
2020-05-09,CaliCryptoCo,IoT without security = internet of threats #bigdata #surveillance #dataownership
2020-05-09,HarbRimah,How 5G Will Unleash AI https://www.forbes.com/sites/tomtaulli/2020/05/08/how-5g-will-unleash-ai/#405bf46c48c3 by @ttaulli @Forbes v/ @HarbRimah #ArtificialIntelligence #5G #EdgeComputing #IoT #Security #gaming #RPA #MachineLearning MT @Qualcomm @Verizon @IBM @Cognizant @ImaginationTech @Accedian
2020-05-09,KiyaHeike,#infosec #security #iot 
2020-05-09,UnfoldLabs,Optimizing IoT Security by Implementing Artificial Intelligence https://hubs.ly/H0qlQGs0 #InternetofThings @InfosecurityMag @PostIntel @conpsweeney @LollyDaskal @tim_fargo @collective_54 @deniseleeyohn @sallyeaves @guzmand @ewejel @ahier @pierrepinna
2020-05-09,nGage_IoT,Cybersecurity for #SmartCities #SmartCities #cybersecurity #security via http://twinybots.ch
2020-05-09,AppViewX,#IoT Devices are more threat-prone than conventional #Electronic devices - https://www.appviewx.com/education-center/pki-for-iot/why-are-iot-devices-considered-more-threat-prone-than-conventional-electronic-devices/?ut_source=Twitter #IoT #security #PKI
2020-05-09,sdxcentral,"Don't miss: Microsoft Nears $170M Deal to Buy CyberX, Reports Say https://sdx.io/UYWP #cyberx #iot #microsoft #news #security"
2020-05-09,KiyaHeike,Some more #infosec #security #iot 
2020-05-09,pradeeprao_,Google #Security! #cybersecurity #artificialintelligence #technology #machinelearning #Analytics #DataScience #IoT @pradeeprao_ @MargaretSiegien @Droit_IA @mvollmer1 @enricomolinari @Paula_Piccard @jblefevre60 @SpirosMargaris @chboursin @noikeanolife @YvesMulkers @kuriharan
2020-05-09,vicki_mcleod,There are three main issues to consider as you make your choices around networked #IoT systems. All three relate to security and privacy. https://bit.ly/3b85Dof @johnbiehler @GetConnectedNow #InternetofThings #podcast #cybersafety
2020-05-09,ConnectedWMag,"If you have no #security set up right now, you are very exposed, says Barbara Rembiesa .@IAITAM. https://peggysmedleyshow.com/securing-our-assets #IoT #sustainability #AI #5G #cloud #edge #digitaltransformation #PeggySmedley #cybersecurity #podcast"
2020-05-09,NodleTeam,"Catch up on our Blockchain Tales. ""Becoming Interoperable with Stellar"" by @EliottTeiss #bluetooth #connectivity #iot #security #privacy #Blockchain #network #decentralization #crowdsourcing"
2020-05-09,SmartHome_insta,Discover the advantages of Smart home technology and how it can integrate into your home. Http://sma.mercenary-audio.com #smarthome #homeautomation #technology #security #smarthometechnology #iot #losAngeles #Orangecounty
2020-05-09,Thomas_Harrer,"8 #EmergingTechnologies to empower people &amp; the #FutureofWork in the #Enterprise. #PwC via @MikeQuindazzi #AI #AR #3Dprinting #Drones #IoT #Robotics #VR #Blockchain #4IR #video #smm #defstar5 #Security #InfoSec #CyberSecurity T.H., @Thomas_Harrer, #IBM"
2020-05-09,RayWitselHA,"Oh, that tickled. Someone just pressed the @Ring. #Security #IOT #SmartHome"
2020-05-09,smartest_home,Recycle Store opened at 16:28 and security camera activated. #homeautomation #IoT #security #smarthome
2020-05-09,jsphelan,Use an IoT security architecture to protect networks end to end https://searchsecurity.techtarget.com/tip/Use-an-IoT-security-architecture-to-protect-networks-end-to-end #iot
2020-05-09,KiyaHeike,Please share your thoughts on this one #infosec #security #iot 
2020-05-09,BldgClouds,"“Lighting, heating, cooling and ventilation, security systems and context specific control devices are all able to benefit from the #IoT and this connectivity is about more than optimising and making a building as smooth and efficient as ...” https://buff.ly/2XqCwJN"
2020-05-09,FoundriesIO,"With Grandma and Grandpa now Facebooking, we are all embracing more digital elements into our lives @dcdnews reports the next digital evolution will be #Edge Compute https://bit.ly/2xrfrw4 Make your devices secure for life with #FoundriesFactory #Foundries.io #security #IoT "
2020-05-09,pluribusnet,#IoT video security is getting simpler and more efficient than ever with Pluribus and @DellNetworking. Learn how! https://bit.ly/2Yh1Thr
2020-05-09,igent_io,Cyber Mingle #iot #iiot #security https://www.mattysparadigm.org/biblios-blood/cyber-mingle/
2020-05-09,metoscm,smarthome via NodeXL https://bit.ly/2SPR2HP @enricomolinari @home_assistant @imduffy15 @happymayki @iottogether @websecurityit @cedriclocqueneu @zwave_alliance @install_mag @cnnbackslash7 Top hashtags: #smarthome #iot #ai #homeautomation #vr #security #robotics #tech /
2020-05-09,KiyaHeike,Comments? #infosec #security #iot 
2020-05-09,Cybery_Attack,Microsoft Bug Bounty for Azure IOT Linux 100/000$bounty @Security @Microsoft @bugbounty_world @Hacking @Exploiteers @reverseengineer @Linux https://forms.office.com/Pages/ResponsePage.aspx?id=v4j5cvGGr0GRqy180BHbR-_Umm63bhBDnqWVLdjLiCRUMk5aM1JOOFk3UTdVT1pKMUtSOUo1U0Y4Mi4u
2020-05-09,smartest_home,Garage Door opened at 15:41. #homeautomation #IoT #security #smarthome https://smartisant.com/research/sensors/door.php?i=garagedoor
2020-05-09,paulamelissac,https://www.infosecurity-magazine.com/next-gen-infosec/optimizing-iot-ai/ Optimizing IoT Security by Implementing AI
2020-05-09,GoldBugIM,The Secure Architecture Model (SAM) extends and integrates the OSI-Model Echo on a Chip ISBN 9783751916448 Secure Embedded Systems in #Cryptography https://amazon.com/dp/375191644X #IoT #embedded #security #OSI @IEEEorg @ComputerSociety @IEEESA @isostandards
2020-05-09,SynergoGroup,"With so many IoT devices in use today, security is a major issue. Here are some steps to make sure your data is safe. #iotdevices https://www.techrepublic.com/article/4-ways-to-make-sure-your-iot-sensors-are-secure/"
2020-05-09,software4iot,Embedded Systems Security.. #embeddedsoftware #Software #IoT 
2020-05-09,NodeXL_Mktng,smarthome via NodeXL https://bit.ly/2SPR2HP @enricomolinari @home_assistant @imduffy15 @happymayki @iottogether @websecurityit @cedriclocqueneu @zwave_alliance @install_mag @cnnbackslash7 Top hashtags: #smarthome #iot #ai #homeautomation #vr #security #robotics #tech
2020-05-09,smartest_home,Last Landing PIR activity 19m15s ago. 73 events today. #smarthome #homeautomation #IoT #security 
2020-05-09,IAM__Network,Can Cloud Computing Skills Boost Your Job Security? READ MORE: https://blog.iammarketingmedia.com/can-cloud-computing-skills-boost-your-job-security/?utm_campaign=twitter&amp;utm_medium=twitter&amp;utm_source=twitter #AWS #Cloud #CloudComputing #Computers #Computing #DataScience #Future #Intranet #IoT #Microsoft~
2020-05-09,Hamilton268899,@YITechnology #AI #NEWSで妄想ピンク #cloud #Iot #CloudComputing #Enterpreneur #Security #Shopping #Security #Online #Amazon #IT #data #backup #internet #gadgets #CTO #CIO #cloudsecurity #internet #informationtechnology Grow and Scale your business with: https://domainsplaya.com/domain/ArtificialCamera.com
2020-05-09,GoldBugIM,"Risk-Case 5: #5G @#Huawei The development of security chips therefore not only affects the telecommunications industry, but primarily all #IOT Internet-of-Things devices. ISBN 9783751916448 https://amazon.com/dp/375191644X #IoT #embedded @bopanc @miele @Miele_Press"
2020-05-09,idnextplatform,"#Biometric technology is the future of #IoT security, @NEC says http://ow.ly/JnaZ50ztOYV #cybersec #cybersecurity #infosec #biometrics"
2020-05-09,LogZilla,WE'RE CALLING IT LIKE IT IS - https://bit.ly/2Kfrr6n - Log tool costs are out of control so how can you slice them by 50% in less than 30-seconds? LogZilla's Network Event Orchestrator - #SupplyChain #Security #5G #Data #BigData #DataAnalytics #AI #FinTech #EdTech #IIoT #IoT 
2020-05-09,expliot_io,"Digital Imaging and Communications in Medicine (#DICOM) is a healthcare standard for communication and management of patient information. It is used in various medical equipment to store and share images, patient data, etc. #IoT #InternetOfThings #Security #IoTSecurity #Hardware"
2020-05-09,plastikid1,Cambia che 5g abilita IoT e quindi i rischi di privacy e security di parecchi ordini di magnitudine. Senza contare i non chiari effetti di una presenza di campi elettromagnetici più pervasivi localmente ed estesi nello spettro.
2020-05-09,unlikelytechie,"Great #infographic on #IoT including #Security, #MachineLearning, #AI and #hardware. Thank you @antgrasso for sharing!"
2020-05-09,TrinetraTsense,Beware of and prevent data compromise in IoT https://lnkd.in/g8V5xeG #iiot #artificialintelligence #machinelearning #datasecurity #dataprotection #dataprivacy #security #iot #iotedge
2020-05-09,nozominetworks,Customers Give Nozomi Networks Top Score in #GartnerPeerInsights. We’ve earned a 4.9 out of 5-star ranking in #OT #security. Find out why 100% of reviewers recommend @nozominetworks &gt;&gt; https://www.nozominetworks.com/company/customer-reviews/ #IoT #IT
2020-05-09,soc_naukri,Do you know? #socnaukri #doyouknow #cybersecurity #hacking #security #technology #hacker #tech #ethicalhacking #cyber #cybercrime #malware #privacy #it #iot #cyberattack #dataprotection #hack #ethicalhacker #networking #informationsecurity #cybersecurityawareness #datasecurity
2020-05-09,JeanRaisaro,Kudelski Group Validates Security of DP-3T COVID-19 Contact Tracing Application - Kudelski IoT Security Suite 
2020-05-09,comsec,SWEYNTOOTH BLUETOOTH FLAW AFFECTS IOT DEVICES TO SECURITY SYSTEMS http://dld.bz/hZG4f #IoT security 
2020-05-09,Lago72,Real-Life Use Cases for #EdgeComputing - IEEE #Innovation at Work https://buff.ly/2WiBxdS v/ @IEEELearn HT @dbi_srl #AutonomousVehicles #CloudComputing #technology #healthcare #IoT #IIoT #security #smartdevices #wearabledevices
2020-05-09,securityledger,Want the latest #security and #IoT news? Sign up for one of the securityledger newsletters or our weekly #podcast
2020-05-09,Mobiloitte,How #Blockchain Is Resolving IoT Security Issues? Click to know more:- https://bit.ly/2YOclxs #IoT #Technology #services #BlockchainTechnology #solutions
2020-05-09,SamuelMWalsh,If you are interested in how to connect your Internet of Things devices to #AWS #IoT then I have just created a new tutorial entry in my series on how to create them and attach security policies. https://embeddedsam.blog/2020/05/07/getting-started-with-aws-iot-creating-a-thing/
2020-05-09,SylviaBautovic,Want to win $100K from Microsoft? Take part in our #AzureSphere Security Research Challenge for #IoT hackers! 
2020-05-09,software4iot,UBERTOOTH CASE http://bit.ly/2Rr2v13 #IoTSecurity #ConnectedDevices #SmartTech 3
2020-05-09,CyberSecurity32,10 #IoT #security must be a Ghost in the Public Sector #CyberSecurity #ML #PredictiveAnalytics #BigData #fintech #Sensors #wearables v/ #IIoT
2020-05-09,fdebreuck,"Have you seen our article about Bruce Schneier & his demands for bold action on ""everything security""? Read it here: https://okt.to/eIa7Fq #IoT #cybersecurity #internetofthings"
2020-05-09,digital_trans4m,Detecting and Mitigating IoT Breaches Require An “Inside-out” Approach to Security - CTOvision #IoT #Security CC:@Ronald_vanLoon
2020-05-09,smartest_home,Garage Door opened at 13:07. #homeautomation #IoT #security #smarthome
2020-05-09,Thomas_Harrer,"8 #EmergingTechnologies to empower people &amp; the #FutureofWork in the #Enterprise. #PwC via @MikeQuindazzi #AI #AR #3Dprinting #Drones #IoT #Robotics #VR #Blockchain #4IR #video #smm #defstar5 #Security #InfoSec #CyberSecurity T.H, @Thomas_Harrer, #IBM #CTO"
2020-05-09,cybergibbons,This is why GSMA and IoT Security Foundation guidelines stress that a manual fallback should be present.
2020-05-09,software4iot,APIMOTE (FOR ZIGBEE SNIFFING AND TRANSMISSION) http://bit.ly/2RoyajD #IoTSecurity #ConnectedDevices #DigitalTransformation 2
2020-05-09,Ing_ayam,"There is so much indiscipline in the #cyberspace, due to the handling of cyber-security as a civilian venture. #Cyberintelligence #CyberSec #IoT #computersecurity #COVIDIOT #Covid_19 #Lockdown #StayAtHome #MilitaryTraining"
2020-05-09,digital_trans4m,Revenues of IoT Security Solution for Identity and Access Management (IAM) Market Witness Severe Shocks Due to Discretionary Consumer Spending amid COVID-335 – 3w Market News Reports - 3rd Watch News #DigitalTransformation #IoT CC:@JimHarris https://3wnews.org/uncategorised/768127/revenues-of-iot-security-solution-for-identity-and-access-management-iam-market-witness-severe-shocks-due-to-discretionary-consumer-spending-amid-covid-335/
2020-05-09,software4iot,UBERTOOTH ONE http://bit.ly/2RoqhuJ #IoTSecurity #IoT
2020-05-09,LarryBoettger,Protect devices with these cloud-based IoT security platforms https://bit.ly/3bbAv7n via @searchsecurity
2020-05-09,albu1969,"Falcon platform is the first multi-tenant, cloud-native, intelligent security solution capable of protecting workloads across on-premise, virtualized, and cloud-based environments running on a variety of endpoints such as laptops,servers, virtual machines, and IoT devices."
2020-05-09,digital_trans4m,The IoT Architect's Practical Guide to Security #IoT #Security 
2020-05-09,jamesvgingerich,Could #Privacy and #Security Scandals Scuttle the #IoT’s Many Benefits?. (Industry Week) https://buff.ly/2oBsl5Y
2020-05-09,NormanOre,Microsoft Shells Out $100K for IoT Security 
2020-05-09,CyrilCoste,Security is key for the #IoT market; there is a lot of educational work to do when only 44% of IoT adopters think about #security and confidentiality Digital Transformaion 
2020-05-09,BearStoneHA,"As reported by #Ubiquiti Routers, There are 72 clients on my network.#Security https://github.com/CCOSTAN/Home-AssistantConfig#networking #IOT #SmartHome"
2020-05-09,RenesasGlobal,"Develop safe and secure #IoT devices with easy #Bluetooth 5.0 adoption using Renesas new ##ArmCortex RA4W1 MCU. Discover how this single-chip MCU offers enhanced security, best-in-class output power consumption and sensitivity - http://ow.ly/g1gp30qDzzM #Industrial40"
2020-05-09,PJamesWillison,"THANK YOU industry leader @SecurityRollo for superb work, giving us the opportunity to showcase the new technologies + how converged security approaches help in an internet age. friends @vidsys @BarrieJM @MitieSecurity @HirstEddie @G4SUKI @markfolmer @IoT_SF &amp; @NHSEnglandLDN"
2020-05-09,smartest_home,Recycle Store opened at 10:36 and security camera activated. #homeautomation #IoT #security #smarthome https://smartisant.com/research/sensors/door.php?i=recycle
2020-05-09,darronantill,"Join @Wipro, @Microsoft and Device Authority to learn about IoT security for medical devices, security best practices to mitigate risks/threats, and real-world customer examples for protecting your IoT devices and data. https://hubs.ly/H0qg_Y50"
2020-05-09,DeviceAuthority,"Join @Wipro, @Microsoft @Azure and @DeviceAuthority to learn about IoT security for medical devices, security best practices to mitigate risks/threats, and real-world customer examples for protecting your IoT devices and data. https://hubs.ly/H0qgY9y0"
2020-05-09,MMR_IT,Detecting and Mitigating IoT Breaches Require An “Inside-out” Approach to Security https://bit.ly/3bbKiu6 #CyberSecurity
2020-05-09,soc_naukri,Do you know? #socnaukri #doyouknow #cybersecurity #hacking #security #technology #hacker #tech #ethicalhacking #cyber #cybercrime #malware #privacy #it #iot #cyberattack #dataprotection #hack #ethicalhacker #networking #informationsecurity #cybersecurityawareness #datasecurity
2020-05-09,MasterofIoT,Optimizing IoT Security by Implementing Artificial Intelligence - ⁦@InfosecurityM⁩ #IoT #AI #ML #business #security #data #cyber #cybersecurite #CyberSec #EmergingTech #EmergingMarkets ⁦@iotconsortium⁩ ⁦@iotforall⁩ ⁦@IoTNow_⁩
2020-05-09,OleAlexander,"Agree assuming a targeted attack. Not sure what the threat model is for script kiddies doing stupid things without thinking what they’re doing. IoT security has to withstand maliciousness, vandalism, and even user stupidity."
2020-05-09,smartest_home,Loft Hatch opened at 10:05. #homeautomation #IoT #security #smarthome
2020-05-09,JoelVEc1,#minorityreport En VRAI! Ca changera les enquêtes! #DigitalTransformation #VR #AR #MR #IoT #Futureofwork #MixedReality #AugmentedReality #Tech #Innovation #AI #Security TY @HeinzVHoenen cc @PVynckier @antgrasso @Droit_IA @Nicochan33 @sebbourguignon @BViseeon @SirTouati @kuriharan
2020-05-09,gourango_candid,"We don't want to push our ideas on to customers, we simply want to make what they want!! #tech #cybersecurity #innovation #software #business #programming #information #newtechnology #iso #app #coding #iot #technologynews #programmers #security #itsupport #linux #startups"
2020-05-09,jntuhupdate,C-DAC #onlinecourses “Software Security and Secure Coding Guidelines” and “IoT Bootcamp” #jntu #jntuh #University #Hyderabad
2020-05-09,software4iot,JTAGULATOR http://bit.ly/2GOBRew #IoTSecurity #InternetOfThings #DigitalTransformation 0
2020-05-09,soldopane,"#TechRepublic 4 ways to make sure your IoT sensors are secure https://ift.tt/3baP4YY With so many IoT devices in use today, security is a major issue. Here are some steps to make sure your data is safe."
2020-05-09,PCDUE,Optimizing IoT Security by Implementing Artificial Intelligence #NextGenInfosec https://www.infosecurity-magazine.com/next-gen-infosec/optimizing-iot-ai?utm_source=twitterfeed&amp;utm_medium=twitter
2020-05-09,InfoATSS,ATSS - Technology Solutions Provider Help business and professional residential customers by providing technology solutions using electronic security and automation products. #Iot #Covid_19
2020-05-09,dario_p89,Detecting and Mitigating IoT Breaches Require An “Inside-out” Approach to Security - CTOvision #iot 
2020-05-09,smartest_home,Shed Door opened at 08:28 and security camera activated. #homeautomation #IoT #security #smarthome
2020-05-09,joviannfeed,"Gov Info Security | ""Live Webinar | Take Control: Complete Visibility and Unmatched Security for Unmanaged and IoT Devices"" https://bit.ly/2WhH1Fr"
2020-05-09,IotBrand,"RT @Omkar_Raii: With evolution of digital transformation solutions like #IoT enterprises can effectively measure performance metrics such as operational excellence, product or service quality, business effectiveness, and properties such as security, safety or reliability.htt…"
2020-05-09,nextleveltechn,Protect devices with these cloud-based IoT security platforms #InternetOfThings #cybersecurity #security via http://twinybots.ch
2020-05-09,shanebrighton,"RT @TechNative: As #IoT devices permeate society, what does it mean for #privacy? https://www.technative.io/roaring-trust-what-will-happen-to-digital-privacy-in-the-upcoming-decade/ #IoTSecurity #governance #regulation"
2020-05-09,yuta_security,【オンライン】IoT縛りの勉強会! IoTLT vol.63 @Youtube に参加を申し込みました！ https://iotlt.connpass.com/event/173861/?utm_campaign=event_participate_to_follower&amp;utm_source=notifications&amp;utm_medium=twitter #iotlt
2020-05-09,dbi_srl,Edge Computing has several advantages: - Increasing data security and privacy - More responsive and robust application performance - Improving business efficiency and reliability and more. Source @IEEEorg @antgrasso_IT Link &gt; https://buff.ly/2TDWZJ4 #EdgeComputing #IoT #IIoT
2020-05-09,notd_io,"@NXP announced the availability of its LPC551x/S1x microcontroller (MCU) family, offering developers low power consumption, embedded security, pin, software and peripheral compatibility to accelerate time-to-market. #semiconductor #IoT https://notd.io/notes/5689792881754112_1_1588275223927/nxp-announces-general-availability-of-arm-cortex-m33-based-lpc551x-s1x-family"
