date,user_name,text
2020-06-10,NewswireTODAY,NewswireToday / Kontron Unveils A new Arm®-based VPX Computing Node - Kontron VX6124 #Kontron #Arm #VPX #COTS #ComputingNode #HPEC #IoT #ECT #NXP #LX2160A #VX6124 #SOSA #APPROTECT #Security #Chip #Cortex #Electronics - http://newswiretoday.com/news/173059/
2020-06-10,tektelic,TEKTELIC’s Panic Button Sensor - One-push away from help! More info you can find at the link: https://www.linkedin.com/feed/update/urn:li:activity:6676558418997743616 #ConnectedbyTEKTELIC #LoRaWAN #IoT #Security #save #technology
2020-06-10,Mocana,A security researcher warns that expiring root certificates will cause devices like smart TVs and refrigerators to fail in the next few years. https://hubs.ly/H0rlR8B0 via @TheRegister #IoT #IIoT
2020-06-10,BigDataAITO,Is the security industry ready for autonomous AI? via @SecInfoWatch http://ow.ly/ELYZ50zXXa9 CC: @mvollmer1 @sallyeaves @domhalps @DrJDrooghaag @treasadovander @lesguer_lionel @Chels_LA @techpearce2 @JGrobicki @archonsec @gvalan @JolaBurnett @sebbourguignon #AI #Tech #IoT 
2020-06-10,NXP,"The scale of IoT means the need for security, processing power and efficiency has never been greater. In this 30m webinar, we look at how to address these challenges in your next-generation IoT application. http://ow.ly/ZhDQ50A25lM"
2020-06-10,deepvisionai,We are glad to announce that Deep Vision AI has been acquired by @IntelliSite_IoT By joining forces will be able to offer the most complete combined #AI and #IoT solution to solve safety and security and business intelligence problems 
2020-06-10,digital_trans4m,Babylon Health – cybersecurity must come first as telemedicine booms - TechHQ #IoT #Security CC:@Ronald_vanLoon
2020-06-10,mender_io,You don’t need a complicated spreadsheet or a calculator anymore to estimate your monthly bill. Read more: #pricing #OTA #IoT #embedded #Systems #connected #security #confidence #Software #updates #EdgeComputing #Linux
2020-06-10,iotforall,IoT-enabled #Education solutions are allowing the education sector to transform itself for the future. Two obstacles stand in the way: cost and #Security. || #IoTForAll #IoT #EdTech #EdChat @Edutopia @BillGates
2020-06-10,WevolverApp,New article by @IntrinsicID which discusses low-cost and strong secret key storage technology which is critical today to enable affordable and effective security systems. https://www.wevolver.com/article/sram.puf.the.secure.silicon.fingerprint #iotsecurity #iotdevices #embedded #semiconductor #hardwaredesign #engineering
2020-06-10,FerreraEnrico,"RT @EclipseIoT: #EclipseSAMIoT Conference is a virtual event presented by @EclipseFdn, @LinksFoundation, and @BRAIN_IoT that will bring together experts from #IoT security, #AI, and modelling. Submit your paper now for your chance to speak at the confere… https://buff.ly/2B0ZMon"
2020-06-10,pbucquet,Meeting 5G’s Extreme #IoT Security Demands with Network-Based Solutions | 2020-06-04 | Security Magazine https://www.securitymagazine.com/articles/92520-meeting-5gs-extreme-iot-security-demands-with-network-based-solutions #cybersecurity
2020-06-10,Vodafone_Auto,"Clocking in just above the quarter-hour mark, our fastest recovered car in May was a @Porsche Cayenne, which we located and recovered in 16 minutes. Well done! #TogetherReady #security #IoT #telematics #PorscheCayenne"
2020-06-10,hanspal,IoT Security Is a Mess. Privacy 'Nutrition' Labels Could Help https://www.wired.com/story/iot-security-privacy-labels/ #iot
2020-06-10,ArmisSecurity,"New vulnerability #CallStranger impacting #IoT devices Curtis Simpson, CISO at Armis provides his take. "
2020-06-10,IntrinsicID,"Our first article on Wevolver is online: https://bit.ly/3e2IiGM Learn more about our core technology, SRAM based Physical Unclonable Functions, for generating and securely storing cryptographic keys. #iotsecurity #iotdevices #embedded #semiconductor #hardwaredesign @WevolverApp"
2020-06-10,sdxcentral,7 Layers: IoT Part 1 — IoT Devices are Dangerously Insecure https://sdx.io/KQWP #7layers #amazonwebservicesaws #career #cloud #cloudflare #devops #dyn #github #google #iot #networking #nokianetworks #oracle #podcasts #security #wifi
2020-06-10,ITSecurityNinja,"Extremely important. I secure a lot of IoT (Axis cameras, PLCs, telehealth). We follow the NIST Risk Management Framework. Look at https://csrc.nist.gov/publications/detail/nistir/8259/draft The last thing I want to see are secured devices going dark or new devices in my secured enclaves."
2020-06-10,PatrickCMiller,IoT Security Is a Mess. Privacy 'Nutrition' Labels Could Help https://j.mp/3dMJCxr
2020-06-10,leverege,"Despite #WiFi's security and accuracy drawbacks, with fingerprinting, sensor fusion, and #Security hardening, it becomes a viable option for indoor positioning and #AssetTracking systems. || #IoTForAll #IoT @iotforall"
2020-06-10,archonsec,"#cloud #IoT With IoT becoming the focal point of innovation for many businesses seeking flexibility and data insights, managing those assets is becoming more complicated. @Azure #IoTCentral is one solution and we can help you adopt it."
2020-06-10,TelnaGlobal,"With eSIM and iSIM offering secure platforms for lifecycle management, security will be supported more than ever. Read about how cellular #IoT connections will increase user safety in our newest whitepaper with Kaleido Intelligence. #Connectivity #5G #LTEM"
2020-06-10,NokNokLabs,"Security has been the new transformation initiative since COVID-19 started sweeping throughout the world. With 127 new IoT devices connected to the internet every second, it has never been more important to prioritize #MFA. @securitymag has the full scoop:"
2020-06-10,LawyerLiz,Looking forward to this #icssecurity &amp; #iotsecurity panel discussion centered around ideas &amp; premises in #BurnInBook
2020-06-10,VasiliyFomichev,If you haven't caught up on the latest announcement from the #Microsoft Build 2020 here is a summary from the Book of News: http://ow.ly/ZzLq50A1jpU #github #msbuild #ai #supercomputer #security #infrastructure #dotnet #csharp #devops #iot #mixedreality #blazor #quantum
2020-06-10,software4iot,JTAG SECURITY AND EXPLOITATION LEARNING KIT http://bit.ly/2RsNWde #IoTSecurity #IoT
2020-06-10,The_IoT_Project,The State of PKI & IoT Security | Keyfactor 
2020-06-10,SuriyaSubraman,2025 Projections: Internet of Things (IoT) Security Size 2019-2025: Market Report by Type ... http://dlvr.it/RYN6tY #iot #data #internetofthings
2020-06-10,CtacPaladion,[INFO] 5 IoT #Security Tips for Stay-At-Home #Workers. To read more visit: http://tinyurl.com/y8d5vdbf #CyberSecurity #security #ThreatIntel
2020-06-10,pschume,"There is a reason #ibm is focusing so much on security. Anyone can do IoT in a sanbox, but can you do it secure at scale? https://lnkd.in/gmrMC_W"
2020-06-10,DataJoeG,IoT Security Is a Mess. Privacy 'Nutrition' Labels Could Help https://buff.ly/3cNFXOK
2020-06-10,SentinelOne, Hijacking email threads is one of the most effective phishing tactics in an attacker's arsenal. Learn why it works and how you can defend against it. https://www.sentinelone.com/blog/email-reply-chain-attacks-what-are-they-how-can-you-stay-safe/ #cybersecurity #infosec #security #phishing #malware #tactics #malware #iotsecurity #ransomware
2020-06-10,StrategyNDigita,IoT-enabled Education solutions are allowing the education sector to transform itself for the future. Two obstacles stand in the way: cost and Security. Link &gt;&gt; http://bit.ly/3bUhhUb @_sciforce_ @iotforall via @antgrasso #IoT #EdTech #CyberSecurity #DigitalTransformation
2020-06-10,Pressonsecurity,"Great first day at #WTGC2020! Future of tech is driven by #cloud, #mobile, #IoT, #MachineLearning, #ArtificialIntelligence. And, of course, brave women who make the world a better place. @WomenTechNet"
2020-06-10,FoundriesIO,"How should you Develop, Deploy & Maintain #Secure #IoT and #Edge Devices? Learn from our videos https://bit.ly/39mGxSh #Foundries.io #FoundriesFactory #Embedded #Linux #LinuxMP #OTA #Security "
2020-06-10,august_cole,This Friday at 12 ET join a #BurnInBook themed event with @iamthecavalry that will focus on infrastracture cyber security and possible futures. Thanks to @beauwoods and panelists like @RobertMLee @LawyerLiz @CostelloJK https://iamthecavalry.org/2020/06/09/burn-in-book-event/ #IOT #CyberSecurity #hacking
2020-06-10,IT_securitynews,IoT Masters: What you need to know before you get started in the Internet of Things 
2020-06-10,CyberSematic,Meeting 5G’s Extreme #IoTSecurity Demands with Network-Based Solutions https://buff.ly/30gpwYB
2020-06-10,TrustITServices,"IoT is changing traditional perceptions of #Internet Learn how to create new #IoT #business platforms through #secure open #federation during @cyberwatchingeu&amp;@EU_Sofie workshop “Decentralised operation &amp; security in the IoT Space"" on 18/6/2020, 11CEST "
2020-06-10,RobTiffany,"Getting Started with Azure IoT services: Securing Event Hub Telemetry with SAS Tokens To prevent the Internet of Things from becoming the largest attack surface in the history of computing, security at scale is paramount. #IoT Any company that wants to be "
2020-06-10,Fabriziobustama,Extraordinary Wi-Fi Power Savings for Battery-Based IoT Devices By @AiThority https://www.aithority.com/internet-of-things/extraordinary-wi-fi-power-savings-for-battery-based-iot-devices/ #AI #IoT #IoTSecurity #Wifi #technology Cc: @robvank @alvinfoo @techpearce2 @DrJDrooghaag @Nicochan33 @archonsec @fogle_shane @labordeolivier @CaseyCRL @FrRonconi @alcgroup
2020-06-10,inspirit_iot,Our partner Velasea configures custom hardware to meet our clients’ needs - To deliver Inspirit’s face recognition solutions at optimal performance and energy consumption. #InspiritIoT #Velasea #FaceRecognition #Hardware #EdgeComputing #Edge #Data #AI #Security #IoT 
2020-06-10,EverestNwosu,Meeting 5G’s Extreme IoT Security Demands with Network-Based Solutions | 2020-06-04 | Security Magazine 
2020-06-10,CloudCompGuide,5 IoT Security Tips for Stay-At-Home Workers 
2020-06-10,digital_trans4m,Vectra AI Offers a Security Assist to Microsoft Defender ATP and Azure Sentinel - Redmond Channel Partner #IoT #Security CC:@Ronald_vanLoon https://rcpmag.com/blogs/scott-bekker/2020/06/ai-security-for-azure.aspx
2020-06-10,KiyaHeike,Read this one! #infosec #security #iot 
2020-06-10,IoTofToday,Billions of devices affected by UPnP vulnerability | Naked Security 
2020-06-10,sayers_doug,IoT Security Is a Mess. Privacy 'Nutrition' Labels Could Help | WIRED 
2020-06-10,Inno_Trends,IDC CIO HUB – Das neue Wissensportal für IT-Entscheider von IDC #IDCCIOHUB https://innovative-trends.de/2020/05/14/idc-cio-hub-das-neue-wissensportal-fuer-it-entscheider-von-idc-idcciohub/?uid=711707 #InternetofThings #IT-Security #Portal #InternetderDinge #Events #Digitalisierung #Security #DevOps #IT-Sicherheit #IoT #KünstlicheIntelligenz #KI #Cloud #IDC
2020-06-10,Atos_Security,"[#CloudSecurity] The @enact_eu #H2020 project is developing novel #IoT platform enablers to enable #DevOps in the realm of trustworthy smart IoT systems and enrich it with novel concepts for end-to-end security and privacy, resilience and robustness strengthening #trustworthiness"
2020-06-10,TamaraMcCleary,Meeting #5G’s Extreme #IoT Security Demands with Network-Based Solutions https://www.securitymagazine.com/articles/92520-meeting-5gs-extreme-iot-security-demands-with-network-based-solutions #cybersecurity
2020-06-10,CyberSecurity32,Caution advised with information security spending in 5 minutes #IoT #cybersecurity #fintech #defstar5 #makeyourownlane #Mpgvip #BigData #Analytics
2020-06-10,telit,Register for part 1 of our #webinar on June 30 at 11 a.m. ET/5 p.m. CET &amp; learn how to establish a device identity strategy. #IoTsecurity https://hubs.ly/H0qzpdx0
2020-06-10,NodleTeam,"""Need contact tracing that respects privacy? Nodle offers both a wearable device and an open-source app""- @FMLinkGroupLLC #privacy #covid19 #security #contacttracing #Opensource #privacybydesign #COVID19"
2020-06-10,GenerousFeed,"Top story: IoT Security Is a Mess. Privacy 'Nutrition' Labels Could Help | WIRED https://www.wired.com/story/iot-security-privacy-labels/, see more http://tweetedtimes.com/v/14150?s=tnp"
2020-06-10,KicsHB,"the digital world of devices (the Internet of Things – IoT) and platforms, is expressly recognised. The Science, Technology and Innovation Strategy for Africa (STISA), on its turn, contains the main goals concerning ICT and innovation in Africa, and, among others; food security,"
2020-06-10,KerryMSpringer,A new security report from @ExtraHop shows security implications to #IoT and device communication since the shift to #WFH. Download the full report.
2020-06-10,SystemSurveyor,"Virtual collaboration is more crucial now than ever. To learn more about the importance of being at a project site without actually being there, check out the new blog: https://hubs.ly/H0rl5r30 #digital #technology #tech #innovation #security #software #engineers #iot "
2020-06-10,iZNDTechNews,Security Concerns Slow Down IoT Deployments #InternetOfThings #cybersecurity #security via http://twinybots.ch
2020-06-10,NamesOfLondon,#Cybercrime #Security #Internet @Verisign #IoT Is it Possible to Take Down the Internet 
2020-06-10,DavidJOberly,COVID-19 inspires Nigerian scammers to launch waves of BEC campaigns | #coronavirus #covid19 #cybersecurity #privacy #security #compliance #databreach #biometrics #fingerprint #facialrecognition #phishing #ransomware #CCPA #BIPA #IoT https://bit.ly/30mt8IB
2020-06-10,blueforcedev,10 spots left for our Webinar tomorrow at 11:30 EST! Will be discussing our personal security solutions for lone workers. Register here: https://lnkd.in/eJkeukX #safety #mobileworker #workersafety #IoT #HealthcareHeroes #healthcareworkers
2020-06-10,IotCyber,"Microsoft Patch Tuesday, June 2020 Edition: Microsoft today released software patches to plug at least 129 security holes in its Windows operating systems and supported software, by some accounts a record number of fixes in one go for the software giant.… "
2020-06-10,emergentcap,#Intel #CPUs vulnerable to new #SGXe and #CrossChannel #sidechannel #attacks. #cmmc #icssecurity #otsecurity #iotsecurity #cybersecurity #nist #criticalinfrastructure #iiot #iot 
2020-06-10,KiyaHeike,Extra one for you #infosec #security #iot 
2020-06-10,slibre10,#cyber #crime #rgpd #business #data #protection #Internet #IoT #Security #data #privacy #security #breach #infosec #GDPR #compliance #covid #biometrics #ransomware #phishing #malware scam SP AM #Tech #Cloud #IoT RT #5G #Compliance #Tech #ZeroTrust #analytics #insiderthreat
2020-06-10,KathyReid,"Via @lilyhnewman at @Wired, an excellent writeup of the #privacy ""nutrition"" labels proposed at last month's @IEEEorg Security SIG. Definitely needed in #IOT. https://www.wired.com/story/iot-security-privacy-labels/"
2020-06-10,NRightnick,"Splunk Inc. the Data-to-Everything Platform turns data into action, tackling the toughest IT, IoT, security and data challenges. Constellation is working on a standard to securely use, transfer, manage, monetize, audit and validate data. With common client DoD."
2020-06-10,JonnyCyber,"Just in case anyone's IoT devices start failing! Root certificates begin to expire en masse, warns security researcher https://www.theregister.com/2020/06/10/iot_trouble_root_certificates_expire/ via @theregister #IoT #infosec"
2020-06-10,helpnetsecurity,"Protecting hospitals to ensure patient safety, data confidentiality and business continuity - https://www.helpnetsecurity.com/2020/06/09/protecting-hospitals/ - #cybersecuritynews @cynerio #healthcaresecurity @jhalamka #privacy @MayoClinic #security #healthcare #CISO #IoT #infosecurity"
2020-06-10,CtacPaladion,[INFO] 5 IoT Security Tips for Stay-At-Home Workers. To read more visit: http://tinyurl.com/y8d5vdbf #CyberSecurity #security #ThreatIntel
2020-06-10,crndotin,Securing the ‘#newnormal’ – survey shows organizations’ security priorities as they emerge from #Covid19 #lockdown https://j.mp/30spIUF | #channelnews #technews #technology #artificialintelligence #AI #ML #RPA #IoT #IndiaIncfightsCovid19
2020-06-10,The_IoT_Project,IoT Security Is a Mess. Privacy 'Nutrition' Labels Could Help https://buff.ly/2BUkHdp
2020-06-10,SCMagazine,"5 IoT Security Tips for Stay-At-Home Workers, from Joseph Carson, advisory CISO at #Thycotic. @Thycotic"
2020-06-10,crndotin,Increase in obsolete and unpatched network devices containing #software vulnerabilities exposing the organization to #security threats: #NTT report https://j.mp/3he9Mvk | #channelnews #technews #technology #artificialintelligence #AI #ML #RPA #IoT
2020-06-10,Cst33101920Mrc6,"best practices involved to understand realities of patch management. -an advanced technology landscape (IOT and Mobile); with IOT, security professionals need to re-examine BYOD policies, complete with IOT readiness plan, and scan the network to discover all IOT devices"
2020-06-10,arthur_price,IoT Privacy and Security: Will Product Labels Help Buyers? 
2020-06-10,cynerio,[Use Case] Enabling Expedited Healthcare IoT Projects With A Virtual Segmentation Capability. Read now &gt;&gt; https://hubs.ly/H0rldgD0 #IoMT #IoTsecurity #IoT #Virtualsegmentation #Cybersecurity #healthcare
2020-06-10,EclipseIoT,"#EclipseSAMIoT Conference is a virtual event presented by @EclipseFdn, @LinksFoundation, and @BRAIN_IoT that will bring together experts from #IoT security, #AI, and modelling. Submit your paper now for your chance to speak at the conference. https://hubs.ly/H0rkY6H0 #opensource"
2020-06-10,cynerio,"Did you get a chance to listen to Cynerio's podcast episode with on @helpnetsecurity with Leon Lerman and @jhalamka ? Don't miss the informative discussion about the ""new normal"" in healthcare! https://hubs.ly/H0rh63W0 #privacy #security #healthcare #CISO #IoT #infosecurity #IoMT"
2020-06-10,USI_Security,Meeting 5G’s Extreme IoT Security Demands with Network-Based Solutions https://hubs.ly/H0rdcv70 by @SecurityMag
2020-06-10,nozominetworks,"New encrypted #OT protocols are being implemented in real-world device firmware. In an upcoming @nozominetworks webinar, learn about what is being done and what the security implications are. Register today: http://ow.ly/I78d50zYhPK #ICSsecurity #SCADAsecurity #OT #IT #IoT "
2020-06-10,jordanvdakker,The power of the Internet of Things (#IoT) is in its ability to combine information from various #devices in a ways to provide unprecedented insights. The IoT introduces also a wide range of new #security #risks and challenges.. #CyberSecurity #PKI #IAM
2020-06-10,iotconf,"Discuss #IoT #security using the standard protocol #MQTT and existing enterprise technologies. Learn how to implement end-to-end encryption, device authentication and fine-grained access authorization with central management. Check out the German session: http://ow.ly/vUJZ30qOsYk"
2020-06-10,KiyaHeike,Cool #infosec #security #iot 
2020-06-10,software4iot,JTAG SECURITY AND EXPLOITATION LEARNING KIT #IoT http://bit.ly/2RsNWde
2020-06-10,InfiltronApp,http://ow.ly/sK7t50A38QI #iot #technology #internetofthings #tech #ai #Google #machinelearning #innovation #cyberscoop #smartphone #citizenlab #cybersecurity #security #data #nytimes #saas #hacker #infiltronsoftwaresuite
2020-06-10,CliffordNetwork,A Step by Step Guide to SS7 Attacks https://oal.lu/qZJPV #iotsecurity #mobilesecurity #cellularsecurity #5Gsecurity #iotconnectivity #telecoms #cyberattack #wirelesscommunication #cybersecurity #maliciousSMS
2020-06-10,EDM_eng,http://zpr.io/tQJiX - Sectigo IoT Identity Manager Wins Best IoT/IIoT Security Solution SC Award Europe 2020 -
2020-06-10,EE_Web,"https://bit.ly/2YlDNAH -Sectigo IoT Identity Manager Wins Best IoT/IIoT Security Solution SC Award Europe 2020 - Sectigo, a leading provider of digital identity management and web security solutions, announced that the company’s IoT Identity Manag..."
2020-06-10,iotforall,"The #InternetofThings (IoT) makes sense with concrete examples. Here's how IoT improves efficiency, health/safety, and/or user experiences. || #IoTForAll #IoT #Safety #Security #Efficiency #UX"
2020-06-10,dark_15,"You mean like - Enhanced mobility of devices, built-in IP security features via headers, use of more IoT devices, global technical competitiveness, and better mission partnering with countries around the world? Because all of those are listed as IPv6 benefits in that GAO report."
2020-06-10,IoTSecInstitute,"Hi everyone. We are pleased to tell you that we already have on our agenda our first Regional activity as IoT Security Institute Chapter Chile, on this occasion we have been invited to present a talk to the sister organization ISACA Bogotá Chapter "
2020-06-10,RebuildVietnam,YOUR FACE TRACKED. #CyberSecurity #CyberAttack #CyberCrime #DataBreach #Hacking #Robotics #AI #5G #Security #Malware #InfoSec #ArtificialIntelligence #Algorithms #MachineLearning #BigData #IoT #Analytics #SmartCity #DataScience #DigitalTransformation
2020-06-10,RADEMACHERGmbH,Habe ich das Fenster geschlossen? Sind alle elektronischen Geräte ausgeschaltet? Wir haben 6 Tipps für mehr Sicherheit in eurem Smart Home: https://hubs.ly/H0rldtD0 #smarthome #sicherheit #safety #security #fenster #iot #blog #smarthomeblog
2020-06-10,software4iot,"ATTIFY BADGE - UART, JTAG, SPI, I2C (PRE-SOLDERED HEADERS) http://bit.ly/2RorgLr #IoTSecurity #ConnectedDevices #DigitalTransformation 0"
2020-06-10,bjdinesh,Want to learn about IOT security .? Check out the below course for a more detailed view on the course https://www.cybrary.it/course/iot-security/ #cybersecurity #hacking #cybrary #ethicalhacking
2020-06-10,software4iot,NEW Security Challenges and Approaches in Internet of Things by Sridipta Misra P 
2020-06-10,Fisher85M,Security is Key to IoT {Infographic} #CyberSecurity #iot #Marketing #BigData #infosec #CyberRisk #CyberAware #security #SMM #disruption
2020-06-10,SecRecon,Billions of devices affected by UPnP vulnerability Naked Security #IoT 
2020-06-10,mobileitMI,61% of organizations have experienced an IoT security incident. (CSO Online) https://www.mobileit-mi.com/manage-it #mobileIT #technology #techchanges #technologyrevolution #businesssupport #itsupport #ithelp #internet #itsolutions #itsecurity #securitysolutions #cloudservices #usa
2020-06-10,DataBreachToday,IoT privacy and security: Can product labels (like food labels track calories and fat) help buyers tell good from bad? https://bit.ly/2MLGu9k by @jeremy_kirk
2020-06-10,KiyaHeike,Seen this? #infosec #security #iot 
